Measurement Name :,20221026_SDR641_Plate9,,Generated On :,"26/10/2022, 12:03:43",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6,,Tm [¡C],p [mbar],Salinity [g/1000g],T_internal [¡C],Error
26.10.22 11:35:43,0.03,113.35,81.98,97.48,78.92,120.11,94.53,86.11,87.25,106.7,101.27,98.94,75.46,122.82,98.67,104.76,95.75,101.61,91.23,108.41,91.87,102.7,95.84,94.39,133.58,,27,965,36,27.08,965D6-(E1);
26.10.22 11:35:58,0.28,86.33,81.14,91.64,76.43,91.47,95.38,82.13,84.1,93.44,89.88,95.92,78.11,95.4,90.97,94.29,82.63,105.89,94.53,95.66,84.07,88.4,95.84,89.31,124.7,,27,965,36,27.15,965D6-(E1);
26.10.22 11:36:13,0.53,114.43,83.81,96.01,73.38,102.21,93.24,80.58,71.82,96.19,84.25,93.53,81.63,104.96,81.5,85,101.18,112.65,88.56,93.51,85,100.6,89.02,89.31,124.04,,27,965,36,27.19,965D6-(E1);
26.10.22 11:36:28,0.78,122.3,97.78,113.5,92.73,120.73,96.39,105.88,89.99,130.28,118.99,103.67,93.76,130.54,104.16,121.85,97.21,109.48,104.01,112.48,109.81,114.05,110.39,111.21,147.9,,27,965,36,27.26,965D6-(E1);
26.10.22 11:36:43,1.03,115.99,80.72,91.35,78.19,111.18,90.83,87.12,84.67,103.41,84.1,101.06,87.5,112.25,84.3,90.97,90.55,100.88,95.74,103.07,93.13,97.47,90.22,99.7,126.46,,27,965,36,27.29,965D6-(E1);
26.10.22 11:36:58,1.28,78.04,87.07,81.81,77.31,106.21,78.25,77.64,80.56,100.74,84.85,84.14,75.46,90.31,86.41,93.57,86.14,101.61,98.32,101.46,94.24,108.33,85.44,87.3,114.67,,27,965,36,27.32,965D6-(E1);
26.10.22 11:37:13,1.53,117.24,85.65,87.9,69.21,102.21,83.31,82.56,85.24,99.85,87.74,93.38,76.29,98.56,82.2,96.62,85.72,106.49,93.78,97.82,94.08,113.59,99.38,87.59,114.67,,27,965,36,27.33,965D6-(E1);
26.10.22 11:37:28,1.78,112.27,83.95,91.35,77.02,102.06,84.41,90.58,71.95,117.88,85.16,98.94,84.34,114.52,89.4,94.58,82.77,109.78,85.17,95.95,82.53,108.48,84.84,90.32,145.14,,27,965,36,27.36,965D6-(E1);
26.10.22 11:37:43,2.03,101.94,81,81.38,68.64,98.68,84.27,75.15,69.5,91.28,69.76,85.3,67.63,93.27,72.57,84.58,84.03,93.93,82.25,77.26,85.31,98.51,73.05,87.73,109.31,,27,965,36,27.4,965D6-(E1);
26.10.22 11:37:58,2.28,108.13,71.78,73.9,75.7,88.21,79.88,84.26,71.13,101.48,93.43,74.86,75.32,106.58,101.18,92.84,89.27,98.98,89.3,104.84,81.31,95.55,83.81,95.56,113.38,,27,965,36,27.41,965D6-(E1);
26.10.22 11:38:13,2.53,82.93,65.73,75.83,57.56,81.23,72.61,71.44,59.72,87.01,69.19,79.68,55.78,92.7,67.6,73.25,70.44,87,75.64,76.58,73.74,86.1,63.73,74.54,80.08,,27,965,36,27.44,965D6-(E1);
26.10.22 11:38:28,2.78,106.15,74.09,80.96,67.64,102.94,81.11,77.78,67.87,97.94,70.2,81.4,76.02,97.26,90.69,87.4,96.33,102.78,83.27,85.07,83.46,79.58,83.07,78.83,102.94,,27,965,36,27.47,965D6-(E1);
26.10.22 11:38:43,3.03,112.42,83.81,84.48,64.81,98.1,81.66,79.6,80.84,96.19,76.78,79.97,67.63,113.61,85.85,89.26,74.77,102.78,85.76,85.63,75.99,94.51,83.22,86.44,113.16,,27,965,36,27.49,965D6-(E1);
26.10.22 11:38:58,3.28,104.19,77.81,74.73,68.36,97.66,82.76,80.3,68.95,89.13,81.09,84.28,75.04,90.73,80.94,91.26,83.75,101.02,76.78,95.09,89.2,111.57,88.57,87.01,96.66,,27,965,36,27.51,965D6-(E1);
26.10.22 11:39:13,3.53,87.9,76.7,84.48,67.79,106.36,80.02,80.72,76.23,92.43,90.8,94.58,78.67,99.28,87.83,92.41,81.8,101.9,82.69,98.69,79.63,102.4,73.91,83.32,114.03,,27,965,36,27.54,965D6-(E1);
26.10.22 11:39:28,3.78,108.74,74.5,72.54,69.36,97.37,80.16,78.9,71.54,79.04,74.28,72.06,69.26,94.69,84.16,88.97,80.82,88.82,70.69,82.58,72.84,78.88,80.72,76.05,96.87,,27,965,36,27.54,965D6-(E1);
26.10.22 11:39:43,4.03,107.67,83.11,87.33,69.64,110.12,88.58,91.16,75.26,107.31,95.6,95.03,85.05,111.2,87.69,86.7,85.72,104.41,84.88,92.38,90.61,102.25,87.37,90.18,108.88,,27,965,36,27.58,965D6-(E1);
26.10.22 11:39:58,4.28,108.13,89.35,80.96,73.82,104.43,94.67,96.58,83.82,112.32,102.22,105.36,96.12,111.8,98.97,99.41,97.36,113.41,88.41,104.99,93.13,115.62,93.4,94.1,137.63,,27,965,36,27.6,965D6-(E1);
26.10.22 11:40:13,4.53,123.1,91.08,90.2,69.21,119.33,98.69,97.92,81.83,116.17,105.25,93.24,82.2,128.48,94.44,93.57,87.56,119.41,94.53,117.06,99.68,121,103.27,108.6,136.06,,27,965,36,27.61,965D6-(E1);
26.10.22 11:40:28,4.78,91.64,79.75,70.23,63.4,90.62,79.2,86.97,66.39,89.85,88.04,92.34,68.86,121.58,87.55,83.03,80.82,103.37,78.07,88.84,78.11,99.7,79.99,82.05,98.12,,27,965,36,27.64,965D6-(E1);
26.10.22 11:40:43,5.03,92.07,68,66.6,56.73,83.73,79.2,70.07,63.04,95.75,66.88,72.9,64.13,94.83,72.84,80.39,78.88,87.42,78.5,86.46,69.57,90.43,77.66,73.16,101.68,,27,965,36,27.65,965D6-(E1);
26.10.22 11:40:58,5.28,126.14,80.58,74.31,56.45,102.06,81.66,76.81,76.92,89.56,79.3,75,63.86,109.41,76.25,81.22,74.36,110.08,65.27,93.66,73.59,94.96,67.23,75.91,111.45,,27,965,36,27.66,965D6-(E1);
26.10.22 11:41:13,5.53,82.93,71.78,75.83,60.47,91.05,75.42,65.75,65.18,93.29,80.35,85.44,69.13,94.4,76.39,86.84,70.58,84.49,77.64,95.23,82.38,86.53,81.3,79.11,97.07,,27,965,36,27.68,965D6-(E1);
26.10.22 11:41:28,5.78,82.65,66.27,67.94,47.9,98.98,72.08,68.17,66.39,86.86,65.74,85.3,64.8,72.19,60.23,75.02,61.96,94.79,74.5,72.43,60.22,88.11,67.65,63.86,86.15,,27,965,36,27.69,965D6-(E1);
26.10.22 11:41:43,6.03,103.14,65.2,64.06,50.05,98.39,66.56,66.29,58.8,79.73,70.05,74.16,59.2,90.59,70.82,70.14,66.84,90.66,64.86,88.28,72.54,88.4,69.06,72.62,92.1,,27,965,36,27.72,965D6-(E1);
26.10.22 11:41:58,6.28,116.93,83.53,82.51,80.99,126.41,93.1,90,80.84,109.42,97.48,104.28,89.09,119.1,85,98.67,97.5,103.52,87.67,106.47,88.11,110.64,88.12,92.49,125.36,,27,965,36,27.74,965D6-(E1);
26.10.22 11:42:13,6.53,122.94,80.58,84.34,64.25,101.32,79.61,82.42,88.54,97.94,88.81,88.51,73.93,94.26,85.28,89.97,79.3,108.58,72.38,98.69,83.46,99.1,66.25,84.59,91.07,,27,965,36,27.75,965D6-(E1);
26.10.22 11:42:28,6.78,124.69,83.39,85.9,79.66,120.73,88.16,87.26,74.02,102.66,85.46,100,78.81,106.73,91.98,88.26,92.42,116.78,76.64,105.73,87.95,98.06,85.29,84.31,112.73,,27,965,36,27.78,965D6-(E1);
26.10.22 11:42:43,7.03,115.37,81,83.07,71.79,102.94,89.15,86.97,72.09,100,85.76,88.51,69.81,116.65,85.28,88.11,77.78,107.98,78.93,86.6,88.57,93.05,82.48,95.27,109.09,,27,965,36,27.79,965D6-(E1);
26.10.22 11:42:58,7.28,112.58,71.24,75.28,59.77,104.13,73.81,80.58,65.71,90.28,73.11,81.97,67.09,120.49,65.61,81.22,79.16,105.45,77.92,79.16,68.83,86.24,75.63,77.85,95.41,,27,965,36,27.82,965D6-(E1);
26.10.22 11:43:13,7.53,106,76.01,79.43,63.12,95.2,73.81,79.46,66.66,88.99,75.46,90.13,63.46,91.43,75.16,85.71,83.61,103.08,72.8,92.94,77.2,93.05,76.5,83.74,92.51,,27,965,36,27.83,965D6-(E1);
26.10.22 11:43:28,7.78,112.27,61.24,66.06,38.38,73.6,57.06,68.99,49.22,82.09,60.91,72.76,46.64,78.88,64.55,65.48,66.57,94.93,59.93,71.63,58.78,96.14,56.84,64.79,70.71,,27,965,36,27.85,965D6-(E1);
26.10.22 11:43:43,8.03,131.5,77.25,74.18,53.85,90.76,78.12,68.99,61.44,88.71,76.19,86.02,57.62,93.84,72.44,80.94,71.25,94.5,68.6,94.94,63.7,84.67,75.92,79.39,102.52,,27,965,36,27.86,965D6-(E1);
26.10.22 11:43:59,8.3,100.74,78.5,79.99,62.28,110.43,88.73,87.12,71.82,101.33,88.96,92.49,68.31,96.69,85.42,88.83,85.16,104.7,76.07,92.52,71.65,104.37,84.84,91.33,114.67,,27,965,36,27.88,965D6-(E1);
26.10.22 11:44:14,8.55,104.79,78.36,91.5,60.61,97.96,85.93,80.72,71,101.77,71.36,83.41,62.39,100,69.07,90.11,79.85,97.38,70.55,86.32,76.14,86.67,85.14,80.64,112.3,,27,965,36,27.9,965D6-(E1);
26.10.22 11:44:29,8.8,87.04,69.48,74.04,55.9,109.07,82.76,88.12,66.25,91.71,79.6,80.97,59.86,103.2,70.68,80.39,73.55,99.85,77.49,103.22,68.98,98.81,65.97,81.63,106.54,,27,965,36,27.9,965D6-(E1);
26.10.22 11:44:44,9.05,122.3,81.84,88.61,58.66,103.83,84.69,83.27,68.01,97.8,83.04,88.51,70.77,114.07,82.48,79.97,80.27,118.17,79.65,90.53,73.29,95.84,79.99,89.17,91.89,,27,965,36,27.91,965D6-(E1);
26.10.22 11:44:59,9.3,102.54,67.74,69.96,42.44,102.5,69.7,72.94,58.15,76.43,66.16,62.58,50.73,96.4,71.9,76.8,64.98,78.85,60.07,74.57,62.97,81.83,69.06,67.6,83.11,,27,965,36,27.93,965D6-(E1);
26.10.22 11:45:14,9.55,102.09,66.67,75.69,46.02,95.2,70.23,68.44,59.33,80.98,66.02,74.58,57.75,94.83,59.84,77.07,70.58,81.58,57.5,91.24,63.55,99.4,67.51,79.94,85.34,,27,965,36,27.94,965D6-(E1);
26.10.22 11:45:29,9.8,108.43,91.95,93.09,63.69,115.92,90.41,101.8,72.64,120.23,87.43,93.38,72.14,111.05,90.97,93.86,93.57,112.65,88.11,114.76,88.73,116.4,82.19,93.22,117.05,,27,965,36,27.96,965D6-(E1);
26.10.22 11:45:44,10.05,97.63,71.92,71.58,44.96,91.9,69.83,76.53,59.99,93.15,77.97,64.62,59.6,103.2,74.07,83.74,68.97,98.98,67.07,84.66,62.1,82.97,72.76,73.85,73.68,,27,965,36,27.97,965D6-(E1);
26.10.22 11:45:59,10.3,128.89,79.33,82.79,60.47,114.85,82.48,89.57,73.6,107.15,78.12,101.37,72.83,104.52,79,84.16,79.3,107.68,76.07,95.95,67.8,90.43,70.91,81.63,107.81,,27,965,36,27.97,965D6-(E1);
26.10.22 11:46:14,10.55,121.5,81.84,78.45,59.77,100.88,84.55,93.35,69.5,103.26,79.3,96.83,66.41,114.98,75.57,87.83,78.88,103.67,85.17,97.68,75.39,112.03,73.19,91.19,90.86,,27,965,36,28,965D6-(E1);
26.10.22 11:46:29,10.8,92.36,70.7,64.73,50.05,90.33,72.48,63.88,51.4,93.44,62.04,64.89,59.2,115.43,64.55,66.01,66.44,89.53,65.13,82.72,58.07,91.59,68.92,65.19,85.54,,27,965,36,28.01,965D6-(E1);
26.10.22 11:46:44,11.05,116.46,70.29,72.67,40.6,87.93,74.22,69.12,56.97,89.28,62.18,79.97,56.31,84.2,61.79,69.07,67.77,97.1,60.75,69.11,61.09,86.24,63.87,83.88,78.27,,27,965,36,28.01,965D6-(E1);
26.10.22 11:46:59,11.3,116.3,76.15,87.61,62.84,121.99,91.4,93.06,74.98,101.77,80.35,88.8,71.73,97.12,90.83,95.16,84.31,110.69,78.93,92.8,79.78,102.25,59.72,93.22,104.42,,27,965,36,28.03,965D6-(E1);
26.10.22 11:47:14,11.55,119.6,92.53,89.91,70.79,116.54,97.68,95.4,78.6,108.06,97.17,92.49,76.15,120.8,93.57,93.28,92.28,114.94,91.23,103.51,93.13,114.68,86.92,89.6,102.52,,27,965,36,28.07,965D6-(E1);
26.10.22 11:47:29,11.8,103.59,69.08,86.33,45.36,109.22,74.88,87.4,69.23,95.61,88.2,75.28,64.13,112.1,77.76,81.08,80.82,107.08,74.64,94.37,72.69,102.7,63.87,84.17,95.62,,27,965,36,28.08,965D6-(E1);
26.10.22 11:47:45,12.07,129.22,82.54,82.79,65.24,114.69,84.41,85.69,71.68,106.1,86.22,83.99,74.21,109.85,84.86,87.83,80.96,108.43,81.96,86.18,80.85,103.46,65.13,92.64,94.58,,27,965,36,28.08,965D6-(E1);
26.10.22 11:48:00,12.32,103.59,62.69,71.45,40.47,80.96,65.52,73.49,63.17,85.59,64.17,68.87,62.65,92.84,69.88,75.29,72.87,100.88,66.1,75.24,63.41,90.43,67.51,64.39,86.36,,27,965,36,28.11,965D6-(E1);
26.10.22 11:48:15,12.57,143.16,83.53,80.13,56.87,119.95,95.81,90.29,76.37,107.91,79.9,76.55,70.63,112.86,84.02,102.97,84.17,103.37,87.82,106.47,77.81,111.72,95.08,88.16,112.3,,27,965,36,28.14,965D6-(E1);
26.10.22 11:48:30,12.82,135.78,84.37,85.62,65.66,135.78,87.89,94.67,79.72,113.55,74.72,94.13,90.69,125.95,85.28,89.83,96.48,113.87,74.08,103.37,71.8,106.49,77.22,88.73,93.55,,27,965,36,28.15,965D6-(E1);
26.10.22 11:48:45,13.07,135.62,87.35,79.29,55.22,110.73,82.21,87.4,70.86,101.63,75.75,76.7,66.96,120.03,72.71,86.7,77.92,113.87,75.5,101.31,75.09,97.77,74.34,89.31,91.48,,27,965,36,28.18,965D6-(E1);
26.10.22 11:49:00,13.32,106.61,81.84,80.13,54.94,102.8,84.69,84.69,69.77,101.63,73.26,75,66.41,104.81,71.09,83.31,77.65,100.29,70.97,85.35,69.27,102.85,71.19,75.78,84.93,,27,965,36,28.18,
26.10.22 11:49:15,13.57,106.61,81.56,79.85,54.12,102.94,84.55,84.54,69.63,101.77,72.67,74.58,66.14,104.81,70.82,83.03,77.51,100.29,70.69,85.21,68.83,102.7,70.76,75.36,84.32,,27,965,36,28.19,
26.10.22 11:49:30,13.82,106.3,81.28,79.43,53.03,102.8,84.13,84.4,69.23,101.48,71.8,73.88,65.87,104.81,70.28,82.48,76.96,100,69.99,84.8,68.24,102.7,69.91,74.81,83.11,,27,965,36,28.16,
26.10.22 11:49:45,14.07,106.45,80.72,79.15,52.49,102.5,84,83.98,69.09,101.48,71.51,73.46,65.74,104.96,69.88,82.34,76.68,99.85,69.57,84.66,67.8,102.7,69.63,74.81,82.3,,27,965,36,28.14,
26.10.22 11:50:00,14.32,106.3,80.58,78.87,51.81,102.65,83.72,83.83,69.09,101.48,70.78,73.18,65.47,104.96,69.34,82.2,76.41,99.71,69.02,84.38,67.06,102.4,69.2,74.54,81.49,,27,965,36,28.11,
26.10.22 11:50:15,14.57,106.3,80.31,78.59,51.13,102.8,83.58,83.83,68.68,101.63,70.34,73.04,65.6,104.96,69.07,81.78,76.55,99.56,68.88,84.24,66.77,102.7,68.64,74.26,80.88,,27,965,36,28.08,
26.10.22 11:50:30,14.82,106,80.17,78.04,50.59,102.5,83.17,83.41,68.68,101.63,69.47,72.62,65.6,104.81,68.54,81.36,76.14,99.13,68.46,83.41,66.18,102.25,68.5,73.85,80.08,,27,965,36,28.08,
26.10.22 11:50:45,15.07,106.15,79.75,77.48,49.78,102.65,82.89,83.27,68.41,101.63,68.75,72.48,65.74,105.11,68.27,80.94,75.86,98.83,68.18,83.27,65.45,102.4,68.07,73.71,79.47,,27,965,36,28.08,
26.10.22 11:51:00,15.32,106.15,79.75,77.34,49.24,102.8,82.76,82.98,68.41,101.63,67.89,72.34,65.87,105.11,67.87,80.66,75.86,98.69,68.04,83,64.87,102.4,67.79,73.44,78.67,,27,965,36,28.07,
26.10.22 11:51:15,15.57,106.15,79.19,76.65,48.57,102.65,82.34,82.98,67.87,101.63,67.31,71.92,65.87,105.11,67.34,79.97,75.45,98.4,67.9,82.58,64.72,102.25,67.65,73.16,78.07,,27,965,36,28.05,
26.10.22 11:51:30,15.82,106,79.05,76.38,48.03,102.8,82.21,82.56,67.6,101.48,66.59,71.78,66.14,105.26,66.94,79.55,75.32,97.96,67.62,82.17,64.28,102.1,67.23,72.89,77.07,,27,965,36,28.04,
26.10.22 11:51:45,16.07,106,78.78,76.24,47.49,102.65,81.66,82.28,67.46,101.48,66.16,71.64,66.28,105.4,66.94,79.14,75.04,97.82,67.76,82.17,64.14,101.8,66.95,72.62,76.67,,27,965,36,28.04,
26.10.22 11:52:00,16.32,106,78.22,75.83,46.82,102.8,81.38,82.13,67.46,101.33,65.59,71.5,66.28,105.26,66.67,78.59,74.77,97.67,67.9,82.03,63.84,101.8,66.81,72.34,76.07,,27,965,36,28.03,
26.10.22 11:52:15,16.57,105.7,77.94,75.55,46.56,102.65,80.97,82.13,67.19,101.48,64.74,71.09,66.41,105.11,66.4,78.04,74.36,97.24,67.76,81.76,63.41,101.65,66.39,71.93,75.07,,27,965,36,28.01,
26.10.22 11:52:30,16.82,105.85,77.12,75.28,46.29,102.8,80.56,81.99,66.92,101.18,63.74,70.81,66.55,105.4,66.27,78.04,74.36,96.95,67.9,81.62,62.97,101.65,66.39,71.66,74.47,,27,965,36,28.01,
26.10.22 11:52:45,17.07,105.85,76.7,75,45.89,102.8,80.16,81.99,67.06,101.18,63.17,70.67,66.55,105.4,66.27,78.04,73.96,96.66,67.9,81.35,62.68,101.65,66.11,71.39,73.88,,27,965,36,28.01,
26.10.22 11:53:00,17.32,105.85,76.15,74.59,45.62,102.94,80.02,81.71,67.06,101.33,62.74,70.39,66.68,105.55,66.14,77.9,73.68,96.52,67.9,81.21,62.1,101.2,66.39,70.98,73.28,,27,965,36,28.01,
26.10.22 11:53:15,17.57,105.85,76.01,74.45,44.83,102.94,79.75,81.71,66.92,101.33,62.18,70.25,66.55,105.55,66.14,77.76,73.41,95.94,68.04,81.21,61.81,101.35,66.25,70.44,72.88,,27,965,36,28.01,
26.10.22 11:53:31,17.83,105.7,75.46,74.04,44.29,102.8,79.2,81.43,66.79,101.18,61.47,69.84,66.82,105.55,65.87,77.48,73.14,95.8,68.04,80.94,61.09,101.05,66.11,69.9,72.49,,27,965,36,28.01,
26.10.22 11:53:46,18.08,105.7,75.19,73.77,44.03,102.8,79.07,81.29,66.79,101.18,61.19,69.7,66.96,105.7,65.74,77.48,73.01,95.37,68.18,80.8,60.94,101.05,65.97,69.35,71.5,,27,965,36,28.01,
26.10.22 11:54:01,18.33,105.55,75.05,73.49,43.63,103.09,78.52,81.15,66.66,101.18,60.91,69.56,67.09,105.55,65.61,77.48,73.01,95.37,68.32,80.8,60.22,101.05,66.25,68.81,71.1,,27,965,36,27.99,
26.10.22 11:54:16,18.58,105.85,74.78,73.49,43.23,103.39,78.52,81.15,66.66,101.18,60.48,69.42,67.5,105.7,65.61,77.48,72.74,95.22,68.46,80.8,59.79,101.05,66.39,68.68,70.71,,27,965,36,27.99,
26.10.22 11:54:31,18.83,105.39,74.23,73.08,42.71,102.94,77.98,81.01,66.52,100.89,60.06,68.73,67.23,105.55,65.21,77.07,72.33,94.65,68.18,80.39,59.21,100.75,65.69,67.74,69.52,,27,965,36,27.99,
26.10.22 11:54:46,19.08,105.55,73.68,72.95,41.91,103.24,77.98,81.01,66.39,100.89,59.78,68.87,67.36,105.7,65.08,76.94,72.33,94.5,68.32,80.12,58.78,100.6,65.69,67.2,68.93,,27,965,36,27.97,
26.10.22 11:55:01,19.33,105.55,73.55,72.95,41.65,103.39,77.85,81.01,66.52,101.03,59.5,68.73,67.5,105.85,64.95,77.07,72.47,94.36,68.46,80.25,58.5,100.45,65.69,66.93,68.54,,27,965,36,27.97,
26.10.22 11:55:16,19.58,105.39,73,72.54,41.12,103.24,77.44,80.44,66.25,100.74,59.36,68.45,67.5,105.55,64.55,76.8,72.19,94.07,68.32,79.84,58.07,100.3,65.41,66.12,67.75,,27,965,36,27.97,
26.10.22 11:55:31,19.83,105.24,72.46,72.54,40.21,103.24,77.17,80.44,66.25,100.44,58.94,67.9,67.09,105.4,64.16,76.39,71.92,93.79,68.18,79.71,57.78,100.15,65.27,65.72,67.16,,27,965,36,27.97,
26.10.22 11:55:46,20.08,105.39,72.59,72.4,39.81,103.39,77.04,80.44,66.25,100.74,58.8,67.77,67.23,105.7,64.29,76.25,71.92,93.79,68.32,79.57,57.49,99.85,65.27,65.06,66.77,,27,965,36,27.96,
26.10.22 11:56:01,20.33,105.24,72.32,72.27,39.29,103.39,76.23,79.88,65.85,100.59,58.52,67.35,66.96,105.7,63.89,76.25,71.92,93.5,68.18,79.3,57.21,99.85,64.99,64.12,65.6,,27,965,36,27.96,
26.10.22 11:56:16,20.58,105.24,72.32,72.13,38.77,103.54,76.36,80.02,65.98,100.74,58.66,67.35,67.09,105.85,64.02,76.11,71.92,93.5,68.46,79.16,57.07,99.85,64.99,63.86,65.21,,27,965,36,27.96,
26.10.22 11:56:31,20.83,104.94,71.92,71.86,38.64,103.39,75.56,79.46,65.71,100.59,58.1,66.94,66.68,105.55,63.63,75.7,71.52,93.07,67.9,78.89,56.64,99.85,64.29,63.33,64.43,,27,965,36,27.96,
26.10.22 11:56:46,21.08,105.09,71.78,71.86,37.98,103.54,75.42,79.18,65.58,100.44,57.96,66.67,66.68,105.55,63.37,75.43,71.39,93.07,67.9,78.62,56.07,99.55,64.15,62.66,63.84,,27,965,36,27.96,
26.10.22 11:57:01,21.33,104.94,71.51,71.58,37.46,103.54,75.42,79.04,65.31,100.44,57.82,66.39,66.55,105.55,63.24,75.29,70.98,92.79,67.76,78.48,55.5,99.55,64.15,62.27,63.06,,27,965,36,27.93,
26.10.22 11:57:16,21.58,104.94,71.51,71.45,37.2,103.54,75.15,79.04,65.18,100.44,57.54,66.12,66.55,105.7,63.1,75.02,70.98,92.93,67.76,78.48,55.36,99.25,64.01,62,62.48,,27,965,36,27.94,
26.10.22 11:57:31,21.83,104.79,71.24,71.31,36.56,103.39,74.88,78.76,64.91,100.29,57.26,65.84,66.28,105.55,62.84,74.75,70.71,92.65,67.48,78.21,54.93,98.96,63.73,61.61,61.9,,27,965,36,27.93,
26.10.22 11:57:46,22.08,104.94,71.1,71.18,36.17,103.39,74.88,78.62,64.91,100.44,57.26,65.71,66.14,105.85,62.84,74.61,70.71,92.36,67.48,78.21,54.5,99.1,63.59,61.34,61.51,,27,965,36,27.93,
26.10.22 11:58:01,22.33,104.64,70.56,71.04,35.26,103.54,74.48,78.34,65.04,100.29,56.98,65.3,65.87,105.7,62.71,74.07,70.44,92.36,67.35,78.07,54.08,98.96,63.45,60.95,60.93,,27,965,36,27.94,
26.10.22 11:58:16,22.58,104.94,70.7,70.91,35,103.54,74.48,78.06,65.04,100.15,56.84,65.02,65.74,105.55,62.45,74.07,70.31,92.22,67.35,77.94,53.79,98.66,63.31,60.55,60.15,,27,965,36,27.93,
26.10.22 11:58:31,22.83,104.79,70.16,70.64,34.49,103.68,74.08,78.06,64.91,100.15,56.56,64.62,65.34,105.7,62.19,73.79,70.04,92.08,67.21,77.4,53.65,98.51,63.04,60.16,59.57,,27,965,36,27.93,
26.10.22 11:58:46,23.08,104.64,69.89,70.5,34.23,103.54,73.68,77.92,64.77,100,56.28,64.21,65.34,105.55,62.05,73.39,69.91,91.79,67.07,77.4,53.23,98.51,62.48,59.5,58.8,,27,965,36,27.91,
26.10.22 11:59:01,23.33,104.49,69.48,70.36,33.59,103.24,73.15,77.37,64.64,99.85,55.87,63.8,65.07,105.4,61.79,73.11,69.64,91.65,66.93,76.85,52.66,98.06,61.93,58.98,58.22,,27,965,36,27.93,
26.10.22 11:59:16,23.58,104.79,69.35,70.23,33.2,103.39,72.61,77.23,64.64,100,55.73,63.53,64.8,105.4,61.53,72.98,69.5,91.65,66.93,76.99,52.24,98.06,61.24,58.58,57.45,,27,965,36,27.91,
26.10.22 11:59:31,23.83,104.49,69.21,69.96,32.94,103.39,71.82,77.23,64.37,99.85,55.45,63.12,64.8,105.4,61.14,72.84,69.37,91.37,66.65,76.72,52.1,97.91,60.68,58.06,57.07,,27,965,36,27.91,
